itemID,title,author,publisher,main topic,subtopics,click,basket,order
61329,Das Land der Juwelen 10,Haruko Ichikawa,Manga Cult,XAMG,"[XAMG,XAML,XQG,XQL,XQM]",2.0,0.0,1.0
64256,The Wild Beyond,Piers Torday,Quercus Publishing Plc,YFB,"[5AK,4CD,YFC,YFP]",2.0,0.0,0.0
48991,Rica erzählt Die Bibel,"Sebastian Tonner, Johanna Ignjatovic",Kaufmann Ernst Vlg GmbH,YNRX,"[5AC,YBC,YBL,YNRX]",2.0,0.0,0.0
15263,The Queen's Gambit,Jessie Mihalik,"Nancy Yost Literary Agency, INC",FL,[FR],1.0,0.0,0.0
33611,Rhythm and Love: Nele und Kevin,Sophie Fawn,Carlsen Verlag GmbH,FBA,"[5AQ,5AX,5JA,1KB,FB,FBA,FQ,FRD,FXB,YFB,YFM]",4.0,0.0,0.0
36350,Das Gift des Drogisten,C. J. Archer,LIGHTNING SOURCE INC,FFH,"[FMH,FMR]",1.0,0.0,0.0
32713,Run,Kody Keplinger,SCHOLASTIC,YXHB,[YF],2.0,0.0,0.0
44452,A Dress for the Wicked,Autumn Krause,HarperCollins Publishers Inc,YFM,[YFT],1.0,0.0,0.0
33193,Tales from the Loop,Simon Stålenhag,SIMON & SCHUSTER,FDK,[FLQ],6.0,0.0,0.0
42360,Displacement,Kiku Hughes,Roaring Brook Press,XADC,[YF],1.0,0.0,0.0
75611,The Magic Misfits 03. The Minor Third,"Neil Patrick Harris, Alec Azam",Hachette Book Group USA,YXHB,"[YFC,YFG,YFH]",2.0,0.0,0.0
10623,Kein Wort zu niemandem,Jana Frey,Arena Verlag GmbH,YFY,[5AN],2.0,0.0,0.0
50543,I Like It Like That,Cecily Von Ziegesar,POPPY BOOKS,YXHL,[YF],2.0,0.0,0.0
33278,Zwischen Ehre und Pflicht,Stefan Burban,Atlantis Verlag,FL,"[5JB,FM]",1.0,0.0,0.0
43045,Eine Insel für uns allein,Sally Nicholls,dtv Verlagsgesellschaft,YFC,"[5AM,1DDU-GB-ESL,1DDU-GB-S,1DDU-GB-SHF,YFC,YFN,YXF,YXG]",1.0,0.0,0.0
75568,The Solitary Man's Refuge,Ron Foster,Lulu.com,FJ,[FL],1.0,0.0,0.0
49059,Quest for ye Black Ryng,D. R. Shaw,BLURB INC,FM,[FN],1.0,0.0,0.0
47753,The Accidental Bad Girl,Maxine Kaplan,Abrams & Chronicle Books,YFCF,"[YFM,YFQ]",1.0,0.0,0.0
9170,The Last Apprentice: Revenge of the Witch (Book 1),Joseph Delaney,GREENWILLOW,YFC,"[YFD,YFH]",3.0,0.0,0.0
18198,Masamune-kun's Revenge Vol. 8,Takeoka Hazuki,"Seven Seas Entertainment, LLC",XADC,[YF],2.0,0.0,0.0
62284,Alleycat 2,Barbara Schinko,Oetinger Taschenbuch GmbH,YFC,"[5AQ,YFM]",1.0,0.0,0.0
25268,Alleycat 1,Barbara Schinko,Oetinger Taschenbuch GmbH,YFHD,"[5AQ,1K,2ACG,FMX,FR,FS,YFC,YFH,YFHD,YFHR,YFM]",1.0,0.0,0.0
12348,A Message to the Sea,Alex Shearer,Templar Publishing,YFB,"[5AK,YFN,YXG]",1.0,0.0,0.0
5647,Die Prinzessin und der Dieb,Jule Alker,Books on Demand,FMM,[5P],1.0,0.0,0.0
31936,Was wirklich zählt,Galax Acheronian,TWENTYSIX,FLS,[FL],2.0,0.0,0.0
76617,"Talking to Dragons, Volume 4: The Enchanted Forest Chronicles, Book Four",Patricia C. Wrede,HOUGHTON MIFFLIN,YFQ,[YFH],1.0,0.0,0.0
42541,Something for Joey,Richard Peck,BANTAM JUVENILE,YXG,[YF],1.0,0.0,0.0
47274,Der Ruf des Satyrs,Elizabeth Amber,Droemer/Knaur,FMR,"[1DST-IT-TZR,FBA,FMH,FRX,FYT,3MNQX]",0.0,1.0,0.0
16220,Die Lügenmeister,Anne C. Bonerath,Books on Demand,FMB,[FM],2.0,0.0,0.0
37444,Mondtochter,Lia Haycraft,at Bookshouse Ltd.,FBA,[FMR],2.0,0.0,0.0
59428,Kwa Mabinti,Purity,Xlibris,FM,"[5PGM,FW]",1.0,0.0,0.0
2343,Der Ursprung,Tanja Neise,Amazon Publishing,FM,"[FB,FMH,FRD]",1.0,1.0,0.0
42205,Die Erbin,Tanja Neise,Amazon Publishing,FMR,"[FMH,FRD]",3.0,1.0,0.0
11039,Industrial Revolution,Poul Anderson,Positronic Publishing,FJ,[FL],1.0,0.0,0.0
29132,The Raven's Children,Yulia Yakovleva,Penguin Random House Children's UK,YFCF,"[5AN,2AGR,YFH,YFT]",1.0,0.0,0.0
30766,Der Turm von Leroth,Steve Feasey,Rowohlt Repertoire,YFH,"[5AQ,5JB,1DDU-GB-ESLF,FM,YFC,YFH]",1.0,0.0,0.0
10231,Sanguen Daemonis,Zabini Anna,"ohneohren, Verlag",FLP,"[FMM,FMT,FMX,FRT,FXN,FXS]",1.0,0.0,0.0
45903,The League of Laughs,Matthew K. Manning,STONE ARCH BOOKS,YFCA,[YFH],1.0,0.0,0.0
71251,Prom Theory,Ann Labar,Simon + Schuster Inc.,YXHB,"[YFM,YXE]",1.0,6.0,0.0
72527,The Iron Dragon Never Sleeps,Stephen Krensky,DELL CHILDRENS INTL,YFT,[1KBB],1.0,0.0,0.0
21221,Thulsa's Gate,Robert James Schultz,RJS Publishing,FJ,[FL],1.0,0.0,0.0
64174,Blood Type: Survival,T. E. Lind,Books on Demand,FDB,"[1KB,FKM,FLQ]",2.0,0.0,0.0
20763,Monster. Movie Tie-in Edition,Walter Dean Myers,Harper Collins Publ. USA,YXN,"[5AQ,5PB-US-C,1KBB,YF,YXQ]",1.0,0.0,0.0
32848,Litha - Schatten des Lichts,Phylicia C. Key,TWENTYSIX,FMX,"[5AQ,YFH]",1.0,0.0,0.0
59244,Der Sturm,Tom Jacuba,Bastei Lübbe,FMB,"[DDT,FN,FXL,FYV]",1.0,0.0,0.0
21717,The Curse in the Candlelight,Sophie Cleverly,HarperCollins Publishers,YFCF,[5AK],1.0,0.0,0.0
19366,Die Stunde der Elfen,Jean-Louis Fetjaine,DTV,FMB,"[FMH,FN,FYT]",1.0,0.0,0.0
57624,The Frozen Telescope,Jennifer Bell,Penguin Random House Children's UK,YFC,[YFH],1.0,0.0,0.0
16520,Der kleine Drache Kokosnuss - Die besten Witze aus der Drachenschule,Ingo Siegner,cbt,YPCA2,"[5AG,YFM,YFP,YNU,YPCA2,YZG]",1.0,0.0,1.0
30763,Mein bunter Rätsel-Rate-Block,"Kirsteen Robson, Sam Smith",Usborne Verlag,YBG,[YBL],9.0,0.0,0.0
42814,39 Stufen,Werner Röschl,Books on Demand,FM,[FN],1.0,0.0,0.0
8226,DK Readers L2: Lego Star Wars: Attack of the Clones,Elizabeth Dowsett,DK PUB,YFZZ,[YFG],1.0,0.0,0.0
70227,Alice im Totenland,Mainak Dhar,LUZIFER-Verlag,FDB,"[FKM,FLQ]",2.0,0.0,0.0
46928,Sternenschweif 34: Himmelsfreunde,Linda Chapman,Carlsen Verlag GmbH,YFH,"[5AJ,YFP]",1.0,2.0,0.0
868,The Wind in the Willows - 90th anniversary gift edition,Kenneth Grahame,Egmont Publishing,YFA,"[YFC,YFJ,YFP]",2.0,0.0,0.0
40634,Helbrederkatten Heka,Tuula Pere,Wickwick Ltd,YNNJ22,"[YFP,YNNH2]",1.0,0.0,0.0
49724,Vedra & Krimon Twin Beasts of Avantia,Adam Blade,Hachette Children's Group,YFB,[YFH],2.0,0.0,0.0
51706,Lady Hotspur,Tessa Gratton,TOR BOOKS,FMB,[FMH],1.0,0.0,0.0
48983,Proxima Dying,Brandon Q. Morris,Belle Epoque Verlag,FLP,"[5AT,1Z,FLP,FLW]",1.0,0.0,0.0
74619,Vet,Lucy M. George,QED Publishing,YBLP,[5AD],2.0,0.0,0.0
6603,A Cathedral of Myth and Bone: Stories,Kat Howard,SAGA PR,FYB,"[FM,FN]",1.0,0.0,0.0
35069,Durchs wilde Kurdistan,Karl May,Karl-May-Verlag,FBC,"[5AL,1FB,FJ,YFA,YFC]",1.0,0.0,0.0
62061,The Disasters,M. K. England,HarperCollins Publishers Inc,YFC,"[YFG,YFM]",1.0,0.0,0.0
62595,Krimskrams finden und was draus machen,Claudia Huboi,Haupt Verlag AG,YNPH,"[5AF,WF,YBL]",1.0,0.0,0.0
75817,The Companion,D Allan Hull,Outskirts Press,FJ,[FL],1.0,0.0,0.0
36890,Allicanto - Das Herz des Goldvogels,M.S. Kelts,Cursed,FR,"[5PSG,FMR]",2.0,0.0,0.0
1766,Das Syndrom,John Scalzi,Heyne Taschenbuch,FLP,"[FLP,FYT]",2.0,0.0,0.0
21513,"Ana, La de Tejas Verdes",Lucy Maud Montgomery,ALMUZARA,YFZR,[YFA],1.0,0.0,0.0
66823,Sternendiamant 4,Sarah Lilian Waldherr,Oetinger Taschenbuch GmbH,FM,"[5AN,YF]",3.0,0.0,0.0
64031,The Light of the Midnight Stars,Rena Rossner,"Little, Brown Book Group",FM,[FN],1.0,1.0,1.0
52987,The Unexpected War,Jean-Pierre Breton,iUniverse,FJ,[FL],2.0,0.0,0.0
24858,"Hannah, Du schaffst es!","Eva Morent-Gran, Danielle Willert",EchnAton-Verlag,JBSP1,"[DSY,JBSP1,JKSB1,VFJB,YBC,YBL]",1.0,0.0,0.0
53806,Alpha Warrior Lance,Kiera Douglas,Books on Demand,FL,[FR],1.0,0.0,0.0
47412,Wool,Hugh Howey,HOUGHTON MIFFLIN,FDB,[FLQ],2.0,0.0,0.0
22318,Earthfall: Redemption,Mark Walden,Bloomsbury Publishing PLC,YFC,"[5AL,YFG]",1.0,0.0,0.0
28250,Secret Coders: Secrets & Sequences,Gene Luen Yang,Roaring Brook Press,XADC,[YF],1.0,0.0,0.0
39627,Rynestig,Margarethe Alb,Books on Demand,FMH,[FV],1.0,0.0,0.0
6561,"Du fehlst mir, du fehlst mir!","Peter Pohl, Kinna Gieth",dtv Verlagsgesellschaft,YFB,"[5AN,1DNS,YFX,YXE,YXG]",2.0,0.0,0.0
63571,Evertrue,Brodi Ashton,BALZER & BRAY,YXHL,"[YFJ,YXE]",1.0,0.0,0.0
33941,Everbound,Brodi Ashton,BALZER & BRAY,YXHL,"[YFJ,YXE]",1.0,0.0,0.0
61303,Foulsham,Edward Carey,Hot Key Books,YFC,"[5AN,YFH]",1.0,0.0,0.0
24502,Wenn der Omega-Wolf erwacht,"N.J. Lysk, Eleanor Sturm",DEAD SOFT Verlag,FMR,[5PSG],1.0,1.0,0.0
55368,Das Hin-und-weg-Stickerbuch Prinzessinnen,Natascha Pitz,Frech Verlag GmbH,YBG,"[5,5A,5AD,5J,5JA,5JB,W,YB,YBG]",5.0,0.0,0.0
75784,A Christmas Carol,Charles Dickens,Scholastic Ltd.,YFA,"[5HPD,FBC]",2.0,0.0,0.0
9503,Five Go Off To Camp,Enid Blyton,Hachette Children's Group,YFC,[5AK],2.0,0.0,0.0
15855,The Boy Who Flew with Dragons (The Boy Who Grew Dragons 3),Andy Shepherd,Templar Publishing,YFB,"[YFN,YFQ]",1.0,1.0,1.0
34201,Welttagsedition 2020 - Hexengeschichten,Margit Auer,cbt,YFHD,"[5AJ,YFC,YXHB]",0.0,0.0,1.0
39441,Die Jagd nach dem Leuchtkristall 02 - Gefahr aus der Tiefe,Thilo,cbj,YFC,"[5AL,YFH]",3.0,0.0,1.0
30627,"The Dark Is Rising Sequence: Over Sea, Under Stone/The Dark Is Rising/Greenwitch/The Grey King/Silve",Susan Cooper,MARGARET K MCELDERRY BOOKS,YFC,[YFJ],1.0,0.0,0.0
77437,Get Me Out of Witch School!,Em Lynas,Nosy Crow Ltd,YFB,"[YFH,YFS]",2.0,0.0,0.0
19804,Patricia,Mona Vara,Plaisir d'Amour Verlag,FMR,"[FP,FR,FRH,FRX]",1.0,0.0,0.0
59784,A Shirtful of Frogs,Shalini Boland,Creative Adrenalin,YFT,[1D],1.0,0.0,0.0
47655,Jakob und die Bienen,Annegret Templin,EDITION digital,YFZR,"[5AD,5AG,2ACZ,YB,YBC,YBL,YFP]",2.0,0.0,0.0
48007,Dark Sky,Mike Brooks,Knaur Taschenbuch,FLS,"[FBA,FLS,FM,FYT]",3.0,0.0,0.0
25908,Das Leuchten der Luft,Juliane Hornstein,Books on Demand,FMR,[5AN],1.0,0.0,0.0
43023,Kate gydytoja: Lithuanian Edition of The Healer Cat,Tuula Pere,WICKWICK LTD,YFC,[YFP],1.0,0.0,0.0
15653,Die Dohlen vom Dannebergpark,Kathryn Platzer,Bellastoria Press LLP,YNNK,[YFP],1.0,0.0,0.0
8365,Dark Charm,Alex Bell,cbt,YFH,"[5AQ,5AX,1KBB-US-SWL,FMT,FMX,YFH]",1.0,0.0,0.0
70880,Der geheime Name,Daniela Winterfeld,Droemer/Knaur,FN,"[1DFG-DE-VN,FBA,FM,3MRBF]",1.0,0.0,0.0
28855,Warrior Lover Doppelband 7,Inka Loreen Minden,Books on Demand,FLP,"[1K,1KB,FMR,FRM]",1.0,0.0,0.0
49440,Bittersüße Rache - Wächter des Lichts 4,Ylvi Walker,at Bookshouse Ltd.,FMR,[FRD],2.0,0.0,0.0
46279,Warrior Lover Doppelband 3,Inka Loreen Minden,Books on Demand,FRX,[5X],1.0,0.0,0.0
13481,Warrior Lover Doppelband 10,Inka Loreen Minden,Books on Demand,FLQ,"[FLQ,FMR,FRM]",1.0,0.0,0.0
8142,Waffle-On-A-Stick!: Waffle On A Stick!,Shawna L. Lewellen,LIGHTNING SOURCE INC,YFQ,[YBG],1.0,0.0,0.0
66851,Sia Martinez and the Moonlit Beginning of Everything,Raquel Vasquez Gilliland,SIMON PULSE,YFHD,"[YFG,YFM]",1.0,0.0,0.0
64089,The Wonderful Story of Henry Sugar,Roald Dahl,Penguin LCC US,YFQ,"[YFH,YFU]",4.0,0.0,0.0
56012,Anna und der Schwalbenmann,Gavriel Savit,cbt,YFB,"[1DTP,3MPBGJ-DE-H]",2.0,1.0,0.0
45277,Wolfszauber,Petra Schmidt,Machandel-Verlag,YFB,"[5AN,YFH]",0.0,1.0,0.0
24030,Nichts davon ist wahr,Michelle Painchaud,dtv Verlagsgesellschaft,YFCB,"[5AQ,1KBB-US-WMN,1KBB-US-WMNV,YXHB,YXHL,3MRBF]",1.0,0.0,0.0
18507,Die Schwertchronik,Christoph Lode,Knaur Taschenbuch,FMH,"[1FBG,FBA,FMH,3KLW]",2.0,0.0,0.0
42380,Die drei ??? Kids 42. Fußballgötter (drei Fragezeichen),Boris Pfeiffer,dtv Verlagsgesellschaft,YFCF,"[5AJ,1KBB-US-WPC,SFBC,YFR]",2.0,0.0,0.0
55391,The Sky Woman,J. D. Moyer,FLAME TREE PUB,FLQ,[FLS],2.0,0.0,0.0
46544,The End 2 - Der lange Weg,G. Michael Hopf,LUZIFER-Verlag,FDB,"[FFL,FHX,FKC,FLP,FLQ]",2.0,0.0,0.0
24027,Meathwyn,H. J. Bowman,"Christian Faith Publishing, Inc",FM,"[5PGM,FW]",1.0,0.0,0.0
68247,The Uncommoners 01. The Crooked Sixpence,Jennifer Bell,Random House Children's,YFC,"[5AK,YFH]",2.0,0.0,0.0
51138,Escape from Shangri-La,Michael Morpurgo,Egmont UK Ltd,YFB,[5AK],1.0,0.0,0.0
34063,Show Us Who You Are,Elle McNicoll,Knights Of Media,YFB,"[YFG,YXG]",3.0,0.0,0.0
42858,Bezüglich Enten und Universen: Roman,Neve Maslakovic,Amazon Publishing,FL,[FF],4.0,1.0,0.0
60626,Die Gefährten,R. A. Salvatore,Blanvalet Taschenbuchverl,FMB,[FYT],1.0,0.0,0.0
63726,Ein Fall für Kommissar Maroni,Jürg Obrist,dtv Verlagsgesellschaft,YFCA,"[5AK,YFCA,YFCF,YFU]",7.0,0.0,0.0
34956,"Merlin Redux, Volume 3: The Enchanter General, Book Three",Dave Duncan,NIGHT SHADE BOOKS,FMH,[FMT],1.0,0.0,0.0
11112,My little Pony - ToE: Urteile nicht nach dem Umschlag,Ben Warren,Ulisses Spiel & Medien,WDHW,[FM],3.0,0.0,0.0
1632,A Hundred Chances. Aufbruch ins Ungewisse,Marit Warncke,Carlsen Verlag GmbH,FMR,"[5AQ,5JA,5LKE,6FG,FDB,FMR,YFHR]",1.0,0.0,0.0
45625,Unsterblich,Jens Lubbadeh,Heyne Taschenbuch,QDTQ,"[5X,1DFG,1KBB,2ACG,FDB,FF,FLP,QDTQ,TCB,UBJ,URH,UTV,3MR]",1.0,0.0,0.0
6229,Die neun Prinzen von Amber,Roger Zelazny,Klett-Cotta Verlag,FYT,"[FM,FYT]",1.0,0.0,0.0
17798,Guts,Raina Telgemeier,Scholastic Ltd.,YNUC,"[XAB,XADC,XQA,YFB,YFN,YXE,YXF,YXHB,YXW]",2.0,0.0,0.0
50994,Die Feuerreiter Seiner Majestät 02. Drachenprinz,Naomi Novik,Blanvalet Taschenbuchverl,FMH,"[5AN,1D,FYT,YFH,YFT,3MLB]",2.0,0.0,0.0
55165,Dennis in Star Paws: The Rise of Minnie,Nigel Auchterlounie,Templar Publishing,XADC,[YFB],1.0,0.0,0.0
54369,Ones and Zeroes,Dan Wells,BALZER & BRAY,YFCF,"[YFG,YFM]",0.0,1.0,0.0
51919,Die Shaworkrone,Birgit Blume,Books on Demand,FMB,[FMM],1.0,0.0,0.0
27699,Lemon Summer,Kody Keplinger,cbt,YXFD,"[5AQ,5HKC,5HRB,1KBB-US-MLD,1KBB-US-SCK,FBA,FRD,VFVS,YFB,YFM,YFN,YN,YXE,YXFD,YXHB,YXHL,3MRBF]",1.0,0.0,0.0
46070,Das Erbe der Vergangenheit,C. I. Harriot,Drachenmond-Verlag,YFHR,"[FMB,FMR]",2.0,0.0,0.0
78655,Treasure Island,Robert Louis Stevenson,Oxford Childrens Books,YFA,[YFC],8.0,0.0,0.0
62829,Kleine Welt-Entdecker - Unser Wald,Claire Philip,Edition Michael Fischer,YBL,[YN],1.0,0.0,0.0
12974,The Infinite,Patience Agbabi,Canongate Books Ltd.,YFB,"[5AK,YFC,YFG,YFH]",1.0,0.0,0.0
39250,The Infinity Files,S. M. Wilson,Usborne Publishing,YFG,"[5AN,4Z-GB-ACN,YFC,YFH]",1.0,0.0,0.0
73893,The Extraordinary Education of Nicholas Benedict,Trenton Lee Stewart,LITTLE BROWN & CO,YFCF,"[YFN,YXFF]",1.0,0.0,0.0
76574,Archibald Leach und die Monstrositäten des Marquis de Mortemarte,Markus Cremer,Art Skript Phantastik,FJH,"[1DDU-GB-E,1DDU-GB-ESL,1DDU-GB-ESLC,1DDU-GB-ESLF,1FKA,1HFDG,1HFDS,1KBB-US-S,1KBB-US-SWL,1KBB-US-SWLN,1KJH,FLM,FMH,FMM,FMX,FN]",1.0,0.0,0.0
30729,"Vicky Bo: Vicky Bo's Sticker-Malbuch Fahrzeuge: Erstes Malen, Zeichnen und Kritzeln mit Stickern",Vicky Bo,Carlsen Verlag GmbH,YBGC,"[5AC,YBLT,YNA]",3.0,0.0,0.0
64766,Marburg für Kinder,"Catharina Graepler, Richard Stumm",Jonas Verlag F. Kunst U.,YNH,[YBL],1.0,0.0,0.0
55823,Famous Five: Five Go Down To The Sea,Enid Blyton,Hachette Children's Group,YFC,[5AK],1.0,0.0,0.0
56878,Le Labyrinthe 1 L'épreuve,James Dashner,Pocket,YFH,"[5AP,2ADF]",0.0,1.0,0.0
55219,SKULL 4: Aus den Schatten,Stefan Burban,Atlantis Verlag,FLR,[5JB],3.0,0.0,0.0
16880,Trötsch Der kleine Maulwurf Winter Puzzlebuch,Zdenek Miler,Trötsch Verlag GmbH,YBCH,"[YBCS,YBG,YBL]",2.0,0.0,0.0
46376,Max Helsing and the Beast of Bone Creek,Curtis Jobling,Hachette Children's Group,YFCF,"[5AK,YFD]",1.0,0.0,0.0
13185,Red Shadow,Paul Dowswell,Bloomsbury Publishing PLC,YFT,[5AN],1.0,0.0,0.0
8083,The Big London Treasure Hunt,Jennifer Gray,Usborne Publishing Ltd,YFC,"[5AH,4CD,YFP]",1.0,0.0,0.0
38423,The Wishing-Chair Collection: Books 1-3,Enid Blyton,Hachette Children's Group,YFA,"[5AG,4CD,YFC]",1.0,1.0,0.0
20007,Magical Fairy Tales,Enid Blyton,Hachette Children's  Book,YFH,"[5AF,4CD,YFJ,YFU]",1.0,1.0,0.0
10565,Summertime Stories,Enid Blyton,Hachette Children's Group,YFA,"[YFH,YFJ,YFU]",2.0,1.0,0.0
42347,We Are Blood And Thunder,Kesia Lupo,Bloomsbury Publishing PLC,YFCB,"[5AQ,FMR,YFB,YFD,YFH]",1.0,0.0,0.0
74439,Der Superheld der 1000 Gefahren,Fabian Lenk,Ravensburger Verlag,YFC,[5AL],3.0,0.0,0.0
20977,Liebe ist ein Geschenk des Himmels,Lisa T. Bergren,Francke-Buch GmbH,YXHB,"[YBC,YBL,YXE,YXF,YXHB]",2.0,1.0,0.0
78124,The Green Millennium,Fritz Leiber,Positronic Publishing,FJ,[FL],3.0,0.0,0.0
55795,The Beasts of Grimheart,Kieran Larwood,Faber & Faber,YFB,"[YFC,YFH,YFP]",1.0,0.0,0.0
54024,The Midnight Club,Christopher Pike,SIMON PULSE,YFD,"[YXE,YXG]",1.0,0.0,0.0
56080,The Chocolate War,Robert Cormier,Random House LCC US,YXQ,"[5AN,YFA,YFB,YFS,YP]",2.0,0.0,0.0
72045,The Christmas Star,Eva Ibbotson,Pan Macmillan,YFB,"[5AK,5HPD,YFU]",2.0,0.0,0.0
75132,The Little Vampire,Angela Sommer-Bodenburg,Andersen Press Ltd,YFD,[5AH],1.0,0.0,0.0
48664,The Secret Dragon,Ed Clarke,Penguin Random House Children's UK,YFC,"[5AJ,YFH,YFN,YFP]",1.0,0.0,0.0
17098,The Candymakers,Wendy Mass,LITTLE BROWN & CO,YFCF,[YXHB],1.0,0.0,0.0
51057,The Lost World,Sir Arthur Conan Doyle,Binker North,FJ,[FL],1.0,0.0,0.0
64257,Die Sache im Supermarkt,Hansjörg Martin,Rowohlt Repertoire,YFCF,"[5AM,FBA,YFCF]",1.0,0.0,0.0
51911,The Witches (Colour Edition),Roald Dahl,Penguin Random House Children's UK,YFA,"[5AH,YFH]",2.0,0.0,0.0
58825,James and the Giant Peach,Roald Dahl,Penguin LCC US,YNNL,"[YFC,YFH,YFP]",4.0,0.0,0.0
29397,Once We Were Witches,Sarah Driver,Egmont UK Limited,YFH,"[YFC,YFS,YXF]",1.0,0.0,0.0
591,Knobelspaß mit Köpfchen,"Jürgen Brück, Harald Havas",Circon,YBL,"[5AJ,WDKC,WDKN,WDKX,YNVP]",3.0,1.0,0.0
33015,The Starchild Compact,Robert G Williscroft,Starman Press,FJ,[FL],1.0,0.0,0.0
69992,Dark Blood,Mary Thorne,NOVA MD,FMT,"[FMT,FMX,FN]",1.0,0.0,0.0
60810,"Wer früher stirbt, ist schneller Tod",Florian Schwalb,NOVA MD,FMB,"[FMK,FMX,FU]",1.0,0.0,0.0
9253,Die neuen Kai Krieger 3: Die Krone von Siyen,Joe Dever,Mantikore Verlag,WDHW,[FM],1.0,0.0,0.0
30571,Ponderosa,Michael Sieben,Carlsen Verlag GmbH,YXHB,"[5AP,5LF,5LKE,1DFG,FBA,YFB,YFM,YXD,YXHB,YXW]",0.0,0.0,1.0
78847,Warhammer 40.000 - Mephiston,Darius Hinks,Black Library,FLQ,"[FL,FLQ]",2.0,0.0,0.0
40682,Tödliche Aussichten,Gerd Frey,Pandämonium,FL,"[FLM,FLP,FLQ,FLR,FLS,FLU,FLW,FM,FMT,FMX]",1.0,0.0,0.0
14127,A Series of Unfortunate Events 11. The Grim Grotto,Lemony Snicket,Egmont UK Limited,YFB,"[5AH,5AJ]",1.0,0.0,0.0
20932,Welttagsedition 2020 - Fußballgeschichten,Dieter Winkler,cbt,YFR,"[5AL,YFR,YXHB]",1.0,0.0,0.0
12104,Das Blut der sieben Könige 2,Régis Goddyn,Cross Cult,FBA,"[FBA,FMB,FMH]",2.0,0.0,0.0
54894,Rayne - Die Macht der Schatten,Rachel Crane,cbt,FMB,"[5AQ,5JA,YFC,YFM]",1.0,0.0,0.0
36444,Der Falter im Blütenschnee,Karel Szesny,Abentheuer Verlag digital,FMR,"[FM,FMR,FMX]",1.0,0.0,0.0
40011,Pelham,Edward Bulwer Lytton Lytton,WILDSIDE PR,FM,[FR],1.0,0.0,0.0
70097,"Mind the Gap, Dash and Lily","Rachel Cohn, David Levithan",Egmont UK Ltd,YFM,"[1DDU-GB-ESL,YXF]",6.0,0.0,0.0
24111,Daughter of Chaos (The Chilling Adventures of Sabrina Novel #2),Sarah Rees Brennan,Scholastic,YFH,"[5AN,5AQ,YFM,YFS]",1.0,1.0,0.0
46076,Ausbauregeln 4: Kampagnen Taschenbuch,"Jason Bulmahn, Jesse Benner, Benjamin Bruck, Ryan ",Ulisses Spiel & Medien,WDHW,"[FMB,WDHW]",1.0,0.0,0.0
48315,The Price of Safety,Michael C. Bland,World Castle Publishing,FF,[FL],1.0,0.0,0.0
70979,Pam Smith and the Phantom Church,B. Ed Donald C. Pitts - Th. M,LifeRich Publishing,FM,"[5PGM,FW]",1.0,0.0,0.0
48835,Mein erster Reise-Mitmachspaß,Kirsteen Robson,Usborne Verlag,YBG,"[5AF,YBL]",0.0,1.0,0.0
31651,Mein erster Ferien-Mitmachspaß,Kirsteen Robson,Usborne Verlag,YBG,[YBL],0.0,1.0,0.0
26213,The Secret Garden,Frances Hodgson Burnett,Faber & Faber,YFA,[5AJ],2.0,0.0,0.0
58701,The Gospel of Winter,Brendan Kiely,MARGARET K MCELDERRY BOOKS,YFZR,"[YXJ,YXQD]",1.0,0.0,0.0
73021,Kükensommer,Anna Woltz,dtv Verlagsgesellschaft,YXHB,"[5AJ,5HRB,YFB,YFC,YFP,YXE,YXHB]",1.0,0.0,0.0
3666,Life Boat,Steve Alan Wilson,Archway Publishing,FM,"[5PGM,FW]",1.0,0.0,0.0
55566,The Book of Witches,"A J Dalton, Isabella Hunter",Kristell Ink,DNT,[FM],1.0,0.0,0.0
5730,Fred,Claus Medved,Books on Demand,FMW,"[FHQ,FW]",2.0,0.0,0.0
40311,Fred,Claus Medved,Books on Demand,FHQ,"[FHQ,FMW,FW]",3.0,1.0,1.0
73962,STARGATE ATLANTIS Nightfall,James Swallow,Fandemonium Books,FJ,[FL],1.0,0.0,0.0
12186,Ostpreußische Sagen,Hermann Jantzen,TP Verone Publishing,DBS,[FN],1.0,0.0,0.0
37339,Everything All at Once,Steven Camden,Pan Macmillan,YDP,"[YFS,YXT]",1.0,0.0,0.0
15987,Shadow Falls Camp 04. Whispers at Moonrise,C. C. Hunter,Macmillan USA,YFHR,"[5AN,YFCB,YFG]",1.0,0.0,0.0
49641,Arithmos,Antonia Kraus,Knabe Verlag Weimar,YXHB,"[5AN,1DFG,YFB,YFH,YFM,YXD,YXE,YXHB,3MRB]",1.0,0.0,0.0
61231,Year of the Griffin,Diana Wynne Jones,HarperCollins Publishers,YFH,[YFQ],2.0,0.0,0.0
14959,Chroniken der Weisen,Laura Misellie,Books on Demand,FMX,"[5AQ,YFH]",1.0,0.0,0.0
35487,Odd Creatures,Elise Gravel,Blue Apple Books,XADC,[YF],2.0,0.0,0.0
45243,The Passing Playbook,Isaac Fitzsimons,Penguin Books Ltd (UK),YXHL,"[5AN,5PT,YFM,YFN,YXA,YXB]",1.0,0.0,0.0
3310,Im Lande Araga,Niklas J. Wingender,Eisermann,FMB,"[FN,FV]",1.0,0.0,0.0
57490,Not If I Save You First,Ally Carter,SCHOLASTIC,YFCB,[YFM],1.0,0.0,0.0
64856,Mates and Macarons,Ellis Leigh,Kinship Press,VXQM2,[FRT],1.0,0.0,0.0
