Surah,Ayah,Text,Label
18,53,And the Sinful shall see the fire and apprehend that they have to fall therein: no means will they find to turn away therefrom.,['alam-akhirat']
18,54,"We have explained in detail in this Qur'an, for the benefit of mankind, every kind of similitude: but man is, in most things, contentious.","['aqidah', 'alam-dunia']"
18,56,"We only send the messengers to give Glad Tidings and to give warnings: But the unbelievers dispute with vain argument, in order therewith to weaken the truth, and they treat My Signs as a jest, as also the fact that they are warned!",['aqidah']
18,57,"And who doth more wrong than one who is reminded of the Signs of his Lord, but turns away from them, forgetting the (deeds) which his hands have sent forth? Verily We have set veils over their hearts lest they should understand this, and over their ears, deafness, if thou callest them to guidance, even then will they never accept guidance.","['aqidah', 'alam-dunia']"
18,58,"But your Lord is Most forgiving, full of Mercy. If He were to call them (at once) to account for what they have earned, then surely He would have hastened their punishment: but they have their appointed time, beyond which they will find no refuge.",['aqidah']
18,59,Such were the populations we destroyed when they committed iniquities; but we fixed an appointed time for their destruction.,['aqidah']
18,60,"Behold, Moses said to his attendant, ""I will not give up until I reach the junction of the two seas or (until) I spend years and years in travel.""","['kisah', 'alam-dunia']"
18,61,"But when they reached the Junction, they forgot (about) their Fish, which took its course through the sea (straight) as in a tunnel.","['ilmu', 'kisah', 'alam-dunia']"
18,62,"When they had passed on (some distance), Moses said to his attendant: ""Bring us our early meal; truly we have suffered much fatigue at this (stage of) our journey.""","['kisah', 'alam-dunia']"
18,63,"He replied: ""Sawest thou (what happened) when we betook ourselves to the rock? I did indeed forget (about) the Fish: none but Satan made me forget to tell (you) about it: it took its course through the sea in a marvellous way!""","['ilmu', 'kisah', 'alam-dunia', 'alam-ghaib']"
18,64,"Moses said: ""That was what we were seeking after:"" So they went back on their footsteps, following (the path they had come).","['kisah', 'alam-dunia']"
18,65,"So they found one of Our servants, on whom We had bestowed Mercy from Ourselves and whom We had taught knowledge from Our own Presence.",['kisah']
18,66,"Moses said to him: ""May I follow thee, on the footing that thou teach me something of the (Higher) Truth which thou hast been taught?""",['kisah']
18,67,"(The other) said: ""Verily thou wilt not be able to have patience with me!""",['kisah']
18,68,"""And how canst thou have patience about things about which thy understanding is not complete?""",['kisah']
18,69,"Moses said: ""Thou wilt find me, if Allah so will, (truly) patient: nor shall I disobey thee in aught.""","['akhlak', 'kisah']"
18,70,"The other said: ""If then thou wouldst follow me, ask me no questions about anything until I myself speak to thee concerning it.""",['kisah']
18,71,"So they both proceeded: until, when they were in the boat, he scuttled it. Said Moses: ""Hast thou scuttled it in order to drown those in it? Truly a strange thing hast thou done!""","['ilmu', 'kisah', 'alam-dunia']"
18,72,"He answered: ""Did I not tell thee that thou canst have no patience with me?""","['kisah', 'alam-dunia', 'alam-ghaib']"
18,73,"Moses said: ""Rebuke me not for forgetting, nor grieve me by raising difficulties in my case.""","['kisah', 'alam-dunia']"
18,74,"Then they proceeded: until, when they met a young man, he slew him. Moses said: ""Hast thou slain an innocent person who had slain none? Truly a foul (unheard of) thing hast thou done!""","['syariah', 'ilmu', 'kisah']"
18,75,"He answered: ""Did I not tell thee that thou canst have no patience with me?""",['kisah']
18,76,"(Moses) said: ""If ever I ask thee about anything after this, keep me not in thy company: then wouldst thou have received (full) excuse from my side.""",['kisah']
18,77,"Then they proceeded: until, when they came to the inhabitants of a town, they asked them for food, but they refused them hospitality. They found there a wall on the point of falling down, but he set it up straight. (Moses) said: ""If thou hadst wished, surely thou couldst have exacted some recompense for it!""","['ilmu', 'kisah', 'alam-dunia']"
18,78,"He answered: ""This is the parting between me and thee: now will I tell thee the interpretation of (those things) over which thou wast unable to hold patience.","['ilmu', 'kisah']"
18,79,"""As for the boat, it belonged to certain men in dire want: they plied on the water: I but wished to render it unserviceable, for there was after them a certain king who seized on every boat by force.","['ilmu', 'kisah']"
18,80,"""As for the youth, his parents were people of Faith, and we feared that he would grieve them by obstinate rebellion and ingratitude (to Allah and man).","['ilmu', 'kisah']"
18,81,"""So we desired that their Lord would give them in exchange (a son) better in purity (of conduct) and closer in affection.","['ilmu', 'kisah']"
18,82,"""As for the wall, it belonged to two youths, orphans, in the Town; there was, beneath it, a buried treasure, to which they were entitled: their father had been a righteous man: So thy Lord desired that they should attain their age of full strength and get out their treasure - a mercy (and favour) from thy Lord. I did it not of my own accord. Such is the interpretation of (those things) over which thou wast unable to hold patience.""","['ilmu', 'kisah', 'alam-dunia']"
18,83,"They ask thee concerning Zul-qarnain. Say, ""I will rehearse to you something of his story.""","['ilmu', 'kisah']"
18,84,"Verily We established his power on earth, and We gave him the ways and the means to all ends.","['ilmu', 'kisah', 'alam-dunia']"
18,85,"One (such) way he followed,","['ilmu', 'kisah']"
18,86,"Until, when he reached the setting of the sun, he found it set in a spring of murky water: Near it he found a People: We said: ""O Zul-qarnain! (thou hast authority,) either to punish them, or to treat them with kindness.""","['kisah', 'alam-dunia']"
18,87,"He said: ""Whoever doth wrong, him shall we punish; then shall he be sent back to his Lord; and He will punish him with a punishment unheard-of (before).",['kisah']
18,88,"""But whoever believes, and works righteousness,- he shall have a goodly reward, and easy will be his task as We order it by our Command.""",['kisah']
18,90,"Until, when he came to the rising of the sun, he found it rising on a people for whom We had provided no covering protection against the sun.",['alam-dunia']
18,92,"Then followed he (another) way,",['kisah']
18,93,"Until, when he reached (a tract) between two mountains, he found, beneath them, a people who scarcely understood a word.","['kisah', 'alam-dunia']"
18,94,"They said: ""O Zul-qarnain! the Gog and Magog (People) do great mischief on earth: shall we then render thee tribute in order that thou mightest erect a barrier between us and them?","['kisah', 'alam-dunia']"
18,95,"He said: ""(The power) in which my Lord has established me is better (than tribute): Help me therefore with strength (and labour): I will erect a strong barrier between you and them:","['akhlak', 'kisah', 'alam-dunia']"
18,96,"""Bring me blocks of iron."" At length, when he had filled up the space between the two steep mountain-sides, He said, ""Blow (with your bellows)"" Then, when he had made it (red) as fire, he said: ""Bring me, that I may pour over it, molten lead.""","['kisah', 'alam-dunia']"
18,97,Thus were they made powerless to scale it or to dig through it.,"['kisah', 'alam-dunia']"
18,98,"He said: ""This is a mercy from my Lord: But when the promise of my Lord comes to pass, He will make it into dust; and the promise of my Lord is true.""","['aqidah', 'kisah']"
18,99,"On that day We shall leave them to surge like waves on one another: the trumpet will be blown, and We shall collect them all together.","['kisah', 'alam-akhirat']"
18,100,"And We shall present Hell that day for Unbelievers to see, all spread out,-",['alam-akhirat']
18,102,Do the Unbelievers think that they can take My servants as protectors besides Me? Verily We have prepared Hell for the Unbelievers for (their) entertainment.,['alam-akhirat']
18,104,"""Those whose efforts have been wasted in this life, while they thought that they were acquiring good by their works?""",['akhlak']
18,106,"That is their reward, Hell, because they rejected Faith, and took My Signs and My Messengers by way of jest.",['alam-akhirat']
18,107,"As to those who believe and work righteous deeds, they have, for their entertainment, the Gardens of Paradise,","['aqidah', 'akhlak', 'alam-akhirat']"
18,108,Wherein they shall dwell (for aye): no change will they wish for from them.,['alam-akhirat']
18,109,"Say: ""If the ocean were ink (wherewith to write out) the words of my Lord, sooner would the ocean be exhausted than would the words of my Lord, even if we added another ocean like it, for its aid.""",['alam-dunia']
18,110,"Say: ""I am but a man like yourselves, (but) the inspiration has come to me, that your Allah is one Allah: whoever expects to meet his Lord, let him work righteousness, and, in the worship of his Lord, admit no one as partner.",['aqidah']
19,1,Kaf. Ha. Ya. 'Ain. Sad.,['aqidah']
19,2,(This is) a recital of the Mercy of thy Lord to His servant Zakariya.,"['syariah', 'kisah']"
19,3,"Behold! he cried to his Lord in secret,","['syariah', 'kisah']"
19,4,"Praying: ""O my Lord! infirm indeed are my bones, and the hair of my head doth glisten with grey: but never am I unblest, O my Lord, in my prayer to Thee!","['syariah', 'kisah']"
19,5,"""Now I fear (what) my relatives (and colleagues) (will do) after me: but my wife is barren: so give me an heir as from Thyself,-","['syariah', 'kisah']"
19,6,"""(One that) will (truly) represent me, and represent the posterity of Jacob; and make him, O my Lord! one with whom Thou art well-pleased!""","['syariah', 'kisah']"
19,7,"(His prayer was answered): ""O Zakariya! We give thee good news of a son: His name shall be Yahya: on none by that name have We conferred distinction before.""","['syariah', 'kisah']"
19,8,"He said: ""O my Lord! How shall I have a son, when my wife is barren and I have grown quite decrepit from old age?""",['kisah']
19,9,"He said: ""So (it will be) thy Lord saith, 'that is easy for Me: I did indeed create thee before, when thou hadst been nothing!'""",['kisah']
19,10,"(Zakariya) said: ""O my Lord! give me a Sign."" ""Thy Sign,"" was the answer, ""Shall be that thou shalt speak to no man for three nights, although thou art not dumb.""","['syariah', 'ilmu', 'kisah']"
19,12,"(To his son came the command): ""O Yahya! take hold of the Book with might"": and We gave him Wisdom even as a youth,","['syariah', 'kisah']"
19,13,"And piety (for all creatures) as from Us, and purity: He was devout,","['syariah', 'kisah']"
19,14,"And kind to his parents, and he was not overbearing or rebellious.","['syariah', 'kisah']"
19,15,"So Peace on him the day he was born, the day that he dies, and the day that he will be raised up to life (again)!",['kisah']
19,16,"Relate in the Book (the story of) Mary, when she withdrew from her family to a place in the East.",['kisah']
19,17,"She placed a screen (to screen herself) from them; then We sent her our angel, and he appeared before her as a man in all respects.",['akhlak']
19,18,"She said: ""I seek refuge from thee to (Allah) Most Gracious: (come not near) if thou dost fear Allah.""","['syariah', 'akhlak', 'kisah']"
19,19,"He said: ""Nay, I am only a messenger from thy Lord, (to announce) to thee the gift of a holy son.",['kisah']
19,20,"She said: ""How shall I have a son, seeing that no man has touched me, and I am not unchaste?""",['kisah']
19,21,"He said: ""So (it will be): Thy Lord saith, 'that is easy for Me: and (We wish) to appoint him as a Sign unto men and a Mercy from Us': It is a matter (so) decreed.""",['kisah']
19,22,"So she conceived him, and she retired with him to a remote place.",['kisah']
19,23,"And the pains of childbirth drove her to the trunk of a palm-tree: She cried (in her anguish): ""Ah! would that I had died before this! would that I had been a thing forgotten and out of sight!""",['kisah']
19,24,"But (a voice) cried to her from beneath the (palm-tree): ""Grieve not! for thy Lord hath provided a rivulet beneath thee;",['kisah']
19,25,"""And shake towards thyself the trunk of the palm-tree: It will let fall fresh ripe dates upon thee.","['ilmu', 'kisah']"
19,26,"""So eat and drink and cool (thine) eye. And if thou dost see any man, say, 'I have vowed a fast to (Allah) Most Gracious, and this day will I enter into not talk with any human being'""",['kisah']
19,27,"At length she brought the (babe) to her people, carrying him (in her arms). They said: ""O Mary! truly an amazing thing hast thou brought!",['kisah']
19,28,"""O sister of Aaron! Thy father was not a man of evil, nor thy mother a woman unchaste!""",['kisah']
19,29,"But she pointed to the babe. They said: ""How can we talk to one who is a child in the cradle?""","['aqidah', 'syariah', 'kisah']"
19,30,"He said: ""I am indeed a servant of Allah: He hath given me revelation and made me a prophet;","['aqidah', 'syariah', 'kisah']"
19,31,"""And He hath made me blessed wheresoever I be, and hath enjoined on me Prayer and Charity as long as I live;","['aqidah', 'syariah', 'kisah']"
19,32,"""(He) hath made me kind to my mother, and not overbearing or miserable;","['aqidah', 'syariah', 'kisah']"
19,33,"""So peace is on me the day I was born, the day that I die, and the day that I shall be raised up to life (again)""!","['aqidah', 'kisah']"
19,34,"Such (was) Jesus the son of Mary: (it is) a statement of truth, about which they (vainly) dispute.",['kisah']
19,35,"It is not befitting to (the majesty of) Allah that He should beget a son. Glory be to Him! when He determines a matter, He only says to it, ""Be"", and it is.","['aqidah', 'kisah']"
19,36,Verily Allah is my Lord and your Lord: Him therefore serve ye: this is a Way that is straight.,"['aqidah', 'kisah']"
19,39,"But warn them of the Day of Distress, when the matter will be determined: for (behold,) they are negligent and they do not believe!",['akhlak']
19,40,"It is We Who will inherit the earth, and all beings thereon: to Us will they all be returned.",['alam-dunia']
19,41,"(Also mention in the Book (the story of) Abraham: He was a man of Truth, a prophet.","['syariah', 'kisah']"
19,42,"Behold, he said to his father: ""O my father! why worship that which heareth not and seeth not, and can profit thee nothing?",['syariah']
19,43,"""O my father! to me hath come knowledge which hath not reached thee: so follow me: I will guide thee to a way that is even and straight.",['syariah']
19,44,"""O my father! serve not Satan: for Satan is a rebel against (Allah) Most Gracious.","['syariah', 'kisah', 'alam-ghaib']"
19,45,"""O my father! I fear lest a Penalty afflict thee from (Allah) Most Gracious, so that thou become to Satan a friend.""","['aqidah', 'syariah']"
19,46,"(The father) replied: ""Dost thou hate my gods, O Abraham? If thou forbear not, I will indeed stone thee: Now get away from me for a good long while!""","['syariah', 'kisah']"
19,47,"Abraham said: ""Peace be on thee: I will pray to my Lord for thy forgiveness: for He is to me Most Gracious.",['syariah']
19,49,"When he had turned away from them and from those whom they worshipped besides Allah, We bestowed on him Isaac and Jacob, and each one of them We made a prophet.",['kisah']
19,51,"Also mention in the Book (the story of) Moses: for he was specially chosen, and he was a messenger (and) a prophet.",['kisah']
19,53,"And, out of Our Mercy, We gave him his brother Aaron, (also) a prophet.",['kisah']
19,54,"Also mention in the Book (the story of) Isma'il: He was (strictly) true to what he promised, and he was a messenger (and) a prophet.","['syariah', 'kisah']"
19,55,"He used to enjoin on his people Prayer and Charity, and he was most acceptable in the sight of his Lord.",['syariah']
19,56,"Also mention in the Book the case of Idris: He was a man of truth (and sincerity), (and) a prophet:",['kisah']
19,57,And We raised him to a lofty station.,['kisah']
19,58,"Those were some of the prophets on whom Allah did bestow His Grace,- of the posterity of Adam, and of those who We carried (in the Ark) with Noah, and of the posterity of Abraham and Israel of those whom We guided and chose. Whenever the Signs of (Allah) Most Gracious were rehearsed to them, they would fall down in prostrate adoration and in tears.","['aqidah', 'syariah', 'kisah']"
19,59,"But after them there followed a posterity who missed prayers and followed after lusts soon, then, will they face Destruction,-",['syariah']
19,60,"Except those who repent and believe, and work righteousness: for these will enter the Garden and will not be wronged in the least,-","['aqidah', 'akhlak']"
19,61,"Gardens of Eternity, those which (Allah) Most Gracious has promised to His servants in the Unseen: for His promise must (necessarily) come to pass.","['aqidah', 'alam-akhirat']"
19,62,"They will not there hear any vain discourse, but only salutations of Peace: And they will have therein their sustenance, morning and evening.",['alam-akhirat']
19,65,"""Lord of the heavens and of the earth, and of all that is between them; so worship Him, and be constant and patient in His worship: knowest thou of any who is worthy of the same Name as He?""","['aqidah', 'akhlak', 'alam-dunia']"
19,67,But does not man call to mind that We created him before out of nothing?,"['aqidah', 'alam-dunia']"
19,68,"So, by thy Lord, without doubt, We shall gather them together, and (also) the Evil Ones (with them); then shall We bring them forth on their knees round about Hell;",['alam-akhirat']
19,69,Then shall We certainly drag out from every sect all those who were worst in obstinate rebellion against (Allah) Most Gracious.,['aqidah']
19,74,"But how many (countless) generations before them have we destroyed, who were even better in equipment and in glitter to the eye?",['kisah']
19,75,"Say: ""If any men go astray, (Allah) Most Gracious extends (the rope) to them, until, when they see the warning of Allah (being fulfilled) - either in punishment or in (the approach of) the Hour,- they will at length realise who is worst in position, and (who) weakest in forces!",['aqidah']
19,78,"Has he penetrated to the Unseen, or has he taken a contract with (Allah) Most Gracious?","['aqidah', 'alam-ghaib']"
19,81,"And they have taken (for worship) gods other than Allah, to give them power and glory!",['aqidah']
19,82,"Instead, they shall reject their worship, and become adversaries against them.",['aqidah']
19,83,"Seest thou not that We have set the Evil Ones on against the unbelievers, to incite them with fury?",['ilmu']
19,85,"The day We shall gather the righteous to (Allah) Most Gracious, like a band presented before a king for honours,",['aqidah']
19,86,"And We shall drive the sinners to Hell, like thirsty cattle driven down to water,-",['alam-akhirat']
19,87,"None shall have the power of intercession, but such a one as has received permission (or promise) from (Allah) Most Gracious.",['aqidah']
19,88,"They say: ""(Allah) Most Gracious has begotten a son!""",['aqidah']
19,89,Indeed ye have put forth a thing most monstrous!,['aqidah']
19,90,"At it the skies are ready to burst, the earth to split asunder, and the mountains to fall down in utter ruin,","['aqidah', 'alam-dunia']"
19,91,That they should invoke a son for (Allah) Most Gracious.,"['aqidah', 'alam-dunia']"
19,92,For it is not consonant with the majesty of (Allah) Most Gracious that He should beget a son.,"['aqidah', 'alam-dunia']"
19,93,Not one of the beings in the heavens and the earth but must come to (Allah) Most Gracious as a servant.,['aqidah']
19,96,"On those who believe and work deeds of righteousness, will (Allah) Most Gracious bestow love.",['aqidah']
19,97,"So have We made the (Qur'an) easy in thine own tongue, that with it thou mayest give Glad Tidings to the righteous, and warnings to people given to contention.",['akhlak']
19,98,But how many (countless) generations before them have We destroyed? Canst thou find a single one of them (now) or hear (so much as) a whisper of them?,"['aqidah', 'kisah']"
21,1,Closer and closer to mankind comes their Reckoning: yet they heed not and they turn away.,"['aqidah', 'akhlak']"
21,2,"Never comes (aught) to them of a renewed Message from their Lord, but they listen to it as in jest,-",['aqidah']
21,3,"Their hearts toying as with trifles. The wrong-doers conceal their private counsels, (saying), ""Is this (one) more than a man like yourselves? Will ye go to witchcraft with your eyes open?""",['aqidah']
21,4,"Say: ""My Lord knoweth (every) word (spoken) in the heavens and on earth: He is the One that heareth and knoweth (all things).""","['aqidah', 'alam-dunia']"
21,5,"""Nay,"" they say, ""(these are) medleys of dream! - Nay, He forged it! - Nay, He is (but) a poet! Let him then bring us a Sign like the ones that were sent to (Prophets) of old!""",['aqidah']
21,6,"(As to those) before them, not one of the populations which We destroyed believed: will these believe?",['alam-dunia']
21,7,"Before thee, also, the messengers We sent were but men, to whom We granted inspiration: If ye realise this not, ask of those who possess the Message.","['aqidah', 'ilmu']"
21,10,We have revealed for you (O men!) a book in which is a Message for you: will ye not then understand?,['aqidah']
21,11,"How many were the populations We utterly destroyed because of their iniquities, setting up in their places other peoples?","['aqidah', 'alam-dunia']"
21,12,"Yet, when they felt Our Punishment (coming), behold, they (tried to) flee from it.",['aqidah']
21,13,"Flee not, but return to the good things of this life which were given you, and to your homes in order that ye may be called to account.",['aqidah']
21,14,"They said: ""Ah! woe to us! We were indeed wrong-doers!""","['aqidah', 'akhlak']"
21,15,"And that cry of theirs ceased not, till We made them as a field that is mown, as ashes silent and quenched.","['aqidah', 'akhlak']"
21,16,Not for (idle) sport did We create the heavens and the earth and all that is between!,['alam-dunia']
21,19,"To Him belong all (creatures) in the heavens and on earth: Even those who are in His (very) Presence are not too proud to serve Him, nor are they (ever) weary (of His service):","['aqidah', 'alam-dunia']"
21,20,"They celebrate His praises night and day, nor do they ever flag or intermit.",['aqidah']
21,21,Or have they taken (for worship) gods from the earth who can raise (the dead)?,"['aqidah', 'alam-dunia']"
21,22,"If there were, in the heavens and the earth, other gods besides Allah, there would have been confusion in both! but glory to Allah, the Lord of the Throne: (High is He) above what they attribute to Him!","['aqidah', 'alam-dunia']"
21,23,"He cannot be questioned for His acts, but they will be questioned (for theirs).",['ilmu']
21,24,"Or have they taken for worship (other) gods besides him? Say, ""Bring your convincing proof: this is the Message of those with me and the Message of those before me."" But most of them know not the Truth, and so turn away.","['aqidah', 'alam-dunia']"
21,25,Not a messenger did We send before thee without this inspiration sent by Us to him: that there is no god but I; therefore worship and serve Me.,['aqidah']
21,28,"He knows what is before them, and what is behind them, and they offer no intercession except for those who are acceptable, and they stand in awe and reverence of His (Glory).",['aqidah']
21,29,"If any of them should say, ""I am a god besides Him"", such a one We should reward with Hell: thus do We reward those who do wrong.","['aqidah', 'akhlak', 'alam-akhirat']"
21,30,"Do not the Unbelievers see that the heavens and the earth were joined together (as one unit of creation), before we clove them asunder? We made from water every living thing. Will they not then believe?","['aqidah', 'syariah', 'ilmu', 'alam-dunia']"
21,31,"And We have set on the earth mountains standing firm, lest it should shake with them, and We have made therein broad highways (between mountains) for them to pass through: that they may receive Guidance.","['aqidah', 'alam-dunia']"
21,32,And We have made the heavens as a canopy well guarded: yet do they turn away from the Signs which these things (point to)!,"['aqidah', 'alam-dunia']"
21,33,"It is He Who created the Night and the Day, and the sun and the moon: all (the celestial bodies) swim along, each in its rounded course.",['alam-dunia']
21,35,Every soul shall have a taste of death: and We test you by evil and by good by way of trial. to Us must ye return.,"['akhlak', 'alam-dunia']"
21,36,"When the Unbelievers see thee, they treat thee not except with ridicule. ""Is this,"" (they say), ""the one who talks of your gods?"" and they blaspheme at the mention of (Allah) Most Gracious!",['aqidah']
21,37,Man is a creature of haste: soon (enough) will I show you My Signs; then ye will not ask Me to hasten them!,['alam-dunia']
21,42,"Say: ""Who can keep you safe by night and by day from (the Wrath of) (Allah) Most Gracious?"" Yet they turn away from the mention of their Lord.",['aqidah']
21,43,"Or have they gods that can guard them from Us? They have no power to aid themselves, nor can they be defended from Us.",['aqidah']
21,44,"Nay, We gave the good things of this life to these men and their fathers until the period grew long for them; See they not that We gradually reduce the land (in their control) from its outlying borders? Is it then they who will win?",['alam-dunia']
21,47,"We shall set up scales of justice for the Day of Judgment, so that not a soul will be dealt with unjustly in the least, and if there be (no more than) the weight of a mustard seed, We will bring it (to account): and enough are We to take account.",['alam-akhirat']
21,48,"In the past We granted to Moses and Aaron the criterion (for judgment), and a Light and a Message for those who would do right,-","['aqidah', 'akhlak', 'kisah']"
21,50,And this is a blessed Message which We have sent down: will ye then reject it?,['aqidah']
21,51,"We bestowed aforetime on Abraham his rectitude of conduct, and well were We acquainted with him.","['aqidah', 'syariah', 'kisah']"
21,52,"Behold! he said to his father and his people, ""What are these images, to which ye are (so assiduously) devoted?""",['syariah']
21,53,"They said, ""We found our fathers worshipping them.""",['syariah']
21,54,"He said, ""Indeed ye have been in manifest error - ye and your fathers.""",['syariah']
21,56,"He said, ""Nay, your Lord is the Lord of the heavens and the earth, He Who created them (from nothing): and I am a witness to this (Truth).","['aqidah', 'alam-dunia']"
21,58,"So he broke them to pieces, (all) but the biggest of them, that they might turn (and address themselves) to it.",['kisah']
21,59,"They said, ""Who has done this to our gods? He must indeed be some man of impiety!""",['kisah']
21,60,"They said, ""We heard a youth talk of them: He is called Abraham.""",['kisah']
21,61,"They said, ""Then bring him before the eyes of the people, that they may bear witness.""",['kisah']
21,62,"They said, ""Art thou the one that did this with our gods, O Abraham?""","['ilmu', 'kisah']"
21,63,"He said: ""Nay, this was done by - this is their biggest one! ask them, if they can speak intelligently!""","['ilmu', 'kisah']"
21,64,"So they turned to themselves and said, ""Surely ye are the ones in the wrong!""",['kisah']
21,65,"Then were they confounded with shame: (they said), ""Thou knowest full well that these (idols) do not speak!""",['kisah']
21,66,"(Abraham) said, ""Do ye then worship, besides Allah, things that can neither be of any good to you nor do you harm?","['aqidah', 'kisah']"
21,67,"""Fie upon you, and upon the things that ye worship besides Allah! Have ye no sense?""..","['aqidah', 'ilmu', 'kisah']"
21,68,"They said, ""Burn him and protect your gods, If ye do (anything at all)!""","['aqidah', 'kisah']"
21,69,"We said, ""O Fire! be thou cool, and (a means of) safety for Abraham!""","['aqidah', 'kisah']"
21,70,Then they sought a stratagem against him: but We made them the ones that lost most!,"['aqidah', 'kisah']"
21,71,But We delivered him and (his nephew) Lut (and directed them) to the land which We have blessed for the nations.,"['aqidah', 'kisah', 'alam-dunia']"
21,72,"And We bestowed on him Isaac and, as an additional gift, (a grandson), Jacob, and We made righteous men of every one (of them).",['kisah']
21,73,"And We made them leaders, guiding (men) by Our Command, and We sent them inspiration to do good deeds, to establish regular prayers, and to practise regular charity; and they constantly served Us (and Us only).","['aqidah', 'syariah']"
21,74,"And to Lut, too, We gave Judgment and Knowledge, and We saved him from the town which practised abominations: truly they were a people given to Evil, a rebellious people.",['aqidah']
21,76,"(Remember) Noah, when he cried (to Us) aforetime: We listened to his (prayer) and delivered him and his family from great distress.","['aqidah', 'syariah']"
21,77,We helped him against people who rejected Our Signs: truly they were a people given to Evil: so We drowned them (in the Flood) all together.,"['aqidah', 'syariah']"
21,78,"And remember David and Solomon, when they gave judgment in the matter of the field into which the sheep of certain people had strayed by night: We did witness their judgment.","['kisah', 'alam-dunia']"
21,79,"To Solomon We inspired the (right) understanding of the matter: to each (of them) We gave Judgment and Knowledge; it was Our power that made the hills and the birds celebrate Our praises, with David: it was We Who did (all these things).","['aqidah', 'kisah', 'alam-dunia']"
21,80,"It was We Who taught him the making of coats of mail for your benefit, to guard you from each other's violence: will ye then be grateful?",['kisah']
21,81,"(It was Our power that made) the violent (unruly) wind flow (tamely) for Solomon, to his order, to the land which We had blessed: for We do know all things.","['aqidah', 'kisah', 'alam-dunia', 'alam-ghaib']"
21,82,"And of the evil ones, were some who dived for him, and did other work besides; and it was We Who guarded them.","['kisah', 'alam-ghaib']"
21,83,"And (remember) Job, when He cried to his Lord, ""Truly distress has seized me, but Thou art the Most Merciful of those that are merciful.""","['syariah', 'akhlak', 'ilmu', 'kisah']"
21,84,"So We listened to him: We removed the distress that was on him, and We restored his people to him, and doubled their number,- as a Grace from Ourselves, and a thing for commemoration, for all who serve Us.","['syariah', 'kisah']"
21,85,"And (remember) Isma'il, Idris, and Zul-kifl, all (men) of constancy and patience;","['akhlak', 'kisah']"
21,86,We admitted them to Our mercy: for they were of the righteous ones.,['kisah']
21,87,"And remember Zun-nun, when he departed in wrath: He imagined that We had no power over him! But he cried through the deptHs of darkness, ""There is no god but thou: glory to thee: I was indeed wrong!""","['syariah', 'akhlak', 'ilmu']"
21,88,So We listened to him: and delivered him from distress: and thus do We deliver those who have faith.,['syariah']
21,89,"And (remember) Zakariya, when he cried to his Lord: ""O my Lord! leave me not without offspring, though thou art the best of inheritors.""","['syariah', 'kisah']"
21,90,"So We listened to him: and We granted him Yahya: We cured his wife's (Barrenness) for him. These (three) were ever quick in emulation in good works; they used to call on Us with love and reverence, and humble themselves before Us.","['syariah', 'kisah']"
21,91,"And (remember) her who guarded her chastity: We breathed into her of Our spirit, and We made her and her son a sign for all peoples.",['kisah']
21,92,"Verily, this brotherhood of yours is a single brotherhood, and I am your Lord and Cherisher: therefore serve Me (and no other).",['aqidah']
21,94,"Whoever works any act of righteousness and has faith,- His endeavour will not be rejected: We shall record it in his favour.",['aqidah']
21,95,"But there is a ban on any population which We have destroyed: that they shall not return,",['alam-dunia']
21,96,"Until the Gog and Magog (people) are let through (their barrier), and they swiftly swarm from every hill.",['kisah']
21,97,"Then will the true promise draw nigh (of fulfilment): then behold! the eyes of the Unbelievers will fixedly stare in horror: ""Ah! Woe to us! we were indeed heedless of this; nay, we truly did wrong!""","['akhlak', 'kisah']"
21,98,"Verily ye, (unbelievers), and the (false) gods that ye worship besides Allah, are (but) fuel for Hell! to it will ye (surely) come!","['aqidah', 'alam-akhirat']"
21,99,"If these had been gods, they would not have got there! but each one will abide therein.",['aqidah']
21,100,"There, sobbing will be their lot, nor will they there hear (aught else).",['alam-akhirat']
21,101,"Those for whom the good (record) from Us has gone before, will be removed far therefrom.","['aqidah', 'kisah', 'alam-ghaib']"
21,102,"Not the slightest sound will they hear of Hell: what their souls desired, in that will they dwell.","['aqidah', 'akhlak', 'kisah', 'alam-ghaib']"
21,103,"The Great Terror will bring them no grief: but the angels will meet them (with mutual greetings): ""This is your Day,- (the Day) that ye were promised.""","['aqidah', 'kisah', 'alam-ghaib', 'alam-akhirat']"
21,104,"The Day that We roll up the heavens like a scroll rolled up for books (completed),- even as We produced the first creation, so shall We produce a new one: a promise We have undertaken: truly shall We fulfil it.",['alam-dunia']
21,105,"Before this We wrote in the Psalms, after the Message (given to Moses): My servants the righteous, shall inherit the earth.""","['aqidah', 'alam-dunia']"
21,106,Verily in this (Qur'an) is a Message for people who would (truly) worship Allah.,['aqidah']
21,107,"We sent thee not, but as a Mercy for all creatures.",['aqidah']
21,108,"Say: ""What has come to me by inspiration is that your Allah is One Allah: will ye therefore bow to His Will (in Islam)?""",['aqidah']
21,110,"""It is He Who knows what is open in speech and what ye hide (in your hearts).",['aqidah']
21,112,"Say: ""O my Lord! judge Thou in truth!"" ""Our Lord Most Gracious is the One Whose assistance should be sought against the blasphemies ye utter!""","['aqidah', 'syariah', 'akhlak']"
22,1,O mankind! fear your Lord! for the convulsion of the Hour (of Judgment) will be a thing terrible!,"['alam-dunia', 'alam-akhirat']"
